stature_m,buttockheight,waistdepth,span,waistcircumference,shouldercircumference,footlength,handlength,functionalleglength,chestheight,chestcircumference,cervicaleheight,sittingheight
1.719,908,284,1801,1015,1159,267,187,1191,1297,1030,1514,839
1.814,993,300,2033,1128,1330,285,207,1242,1381,1236,1600,904
1.877,983,256,1984,1087,1230,302,211,1263,1420,1148,1637,968
1.653,820,261,1758,1002,1106,257,195,1084,1238,1033,1427,880
1.757,902,254,1783,953,1131,272,181,1157,1307,1082,1528,914
1.718,890,267,1870,1029,1180,260,192,1186,1290,1063,1499,866
1.842,1002,197,1942,789,1144,283,205,1169,1380,949,1598,910
1.863,1000,198,2014,848,1168,283,207,1244,1416,982,1618,912
1.966,1044,200,2111,840,1168,311,217,1308,1475,1014,1717,967
1.786,907,326,1895,1245,1312,284,196,1171,1338,1290,1552,968
1.689,842,218,1786,856,1061,275,189,1065,1232,933,1444,897
1.7,860,292,1800,1100,1190,267,190,1103,1256,1098,1475,870
1.73,872,229,1734,913,1119,260,177,1125,1272,1017,1486,917
1.781,927,229,1913,919,1131,267,171,1187,1330,1036,1541,907
1.647,853,198,1814,825,1104,247,195,1045,1241,944,1422,864
1.698,859,214,1826,826,1082,275,194,1069,1225,909,1458,900
1.671,809,225,1807,888,1145,261,190,1103,1232,980,1429,891
1.812,918,204,1946,817,1145,282,200,1139,1300,949,1557,968
1.715,842,236,1761,912,1094,243,184,1130,1257,964,1461,923
1.807,905,215,1829,891,1162,276,197,1166,1321,997,1555,949
1.748,878,216,1795,853,1153,244,187,1113,1317,1001,1514,925
1.795,868,202,1838,845,1157,273,187,1116,1337,1025,1548,948
1.688,883,331,1821,1200,1320,263,194,1173,1279,1221,1468,864
1.854,980,241,1916,954,1150,280,206,1181,1376,1006,1618,920
1.816,889,171,1775,725,1098,252,181,1114,1330,888,1557,995
1.76,904,247,1780,1005,1128,264,187,1178,1299,1043,1534,893
1.694,838,271,1818,1061,1171,268,189,1135,1246,1189,1440,914
1.757,889,205,1698,860,1146,273,171,1065,1309,998,1514,939
1.799,899,205,1863,880,1191,273,194,1185,1332,1063,1567,911
1.765,864,300,1806,1148,1289,288,196,1192,1311,1254,1534,930
1.674,848,208,1702,857,1066,274,178,1114,1250,1009,1451,870
1.819,925,266,1964,1084,1240,298,205,1229,1377,1155,1596,900
1.729,875,311,1792,1175,1273,282,190,1131,1300,1255,1494,890
1.761,857,269,1728,1038,1099,274,185,1183,1313,1055,1521,913
1.899,962,238,1970,920,1206,296,201,1288,1412,1065,1660,990
1.864,943,298,1974,1155,1319,296,194,1266,1371,1233,1635,959
1.881,1002,221,1957,838,1170,297,211,1241,1419,1012,1636,939
1.746,949,201,1804,770,1078,264,189,1151,1316,900,1513,849
1.798,938,219,1858,881,1203,277,194,1206,1351,1042,1558,914
1.773,904,265,1886,1010,1239,278,209,1172,1319,1112,1544,904
1.784,962,183,1854,737,1086,279,206,1162,1352,920,1544,892
1.74,861,293,1737,1084,1201,274,195,1158,1301,1192,1501,917
1.979,1014,232,1937,960,1111,297,213,1301,1480,1005,1718,999
1.744,849,228,1737,915,1117,261,183,1126,1280,1040,1517,915
1.794,940,238,1852,914,1255,284,200,1154,1320,1102,1570,906
1.637,834,244,1796,960,1235,252,186,1096,1212,1120,1426,825
1.737,848,174,1780,724,1077,264,181,1082,1291,896,1492,920
1.666,912,358,1782,1238,1314,267,188,1140,1232,1258,1455,842
1.78,878,204,1812,878,1193,272,194,1137,1340,1045,1543,947
1.74,841,214,1750,872,1180,270,192,1143,1293,1043,1499,930
1.748,895,238,1837,1004,1195,283,196,1123,1307,1092,1519,906
1.667,829,238,1644,938,1205,247,174,1111,1239,1109,1438,873
1.781,885,236,1741,936,1203,266,184,1183,1315,1076,1558,938
1.756,899,231,1774,963,1120,274,188,1137,1306,1037,1516,922
1.694,882,239,1705,950,1169,268,188,1074,1276,1047,1464,878
1.79,859,284,1744,1170,1282,273,191,1145,1297,1202,1543,929
1.736,884,260,1795,1078,1195,270,186,1158,1314,1109,1518,885
1.836,906,257,1862,1038,1206,276,202,1152,1341,1129,1589,971
1.74,837,210,1726,862,1134,271,190,1075,1259,994,1486,928
1.75,854,207,1669,870,1065,256,174,1058,1267,974,1509,947
1.77,869,251,1774,1010,1160,276,194,1204,1291,1077,1509,922
1.807,979,163,1914,650,1054,278,197,1153,1353,826,1575,886
1.623,826,209,1660,860,1090,244,168,1076,1188,931,1408,838
1.742,869,222,1722,902,1128,269,174,1168,1274,1032,1504,914
1.806,960,191,1811,830,1160,278,186,1160,1358,1050,1579,907
1.787,913,272,1826,1067,1255,271,190,1219,1308,1192,1560,895
1.75,833,249,1773,999,1215,267,187,1116,1274,1116,1520,927
1.652,836,207,1703,839,1097,248,178,1053,1230,953,1423,870
1.84,902,196,1883,802,1175,282,202,1162,1369,979,1586,960
1.782,919,184,1858,730,1119,298,201,1144,1310,928,1535,932
1.779,880,248,1821,966,1237,280,198,1154,1310,1106,1534,929
1.665,851,206,1738,838,1162,264,182,1099,1226,993,1438,840
1.69,836,206,1710,866,1080,251,182,1120,1242,976,1442,864
1.609,779,242,1743,932,1195,261,193,1052,1178,1070,1389,864
1.888,945,213,1872,816,1109,273,205,1172,1377,917,1637,970
1.697,861,193,1761,808,1160,258,186,1153,1250,1023,1475,895
1.818,934,207,1834,836,1080,278,193,1195,1351,934,1569,945
1.78,899,222,1893,925,1185,287,196,1138,1322,1074,1557,925
1.791,894,192,1816,775,1171,264,188,1174,1302,979,1534,938
1.828,859,203,1876,830,1184,259,199,1118,1325,980,1568,982
1.674,814,191,1661,857,1120,268,187,1050,1218,984,1441,894
1.716,884,275,1782,1058,1228,281,184,1184,1290,1161,1496,867
1.778,934,229,1889,937,1200,283,206,1153,1339,1077,1548,893
1.797,885,195,1823,809,1146,272,188,1097,1312,1002,1532,953
1.723,884,253,1738,1003,1245,280,193,1192,1294,1141,1504,884
1.784,890,240,1871,930,1175,278,201,1157,1308,1052,1543,945
1.688,854,220,1688,866,1120,255,178,1095,1221,1059,1457,888
1.745,925,212,1814,911,1147,278,199,1210,1299,1024,1526,872
1.708,888,223,1782,865,1062,270,186,1113,1234,938,1473,862
1.779,917,219,1847,868,1217,282,204,1163,1356,1106,1549,890
1.685,824,211,1725,865,1142,255,180,1130,1204,987,1456,890
1.841,924,258,1794,1030,1270,289,193,1278,1382,1143,1602,965
1.64,795,222,1646,925,1171,253,178,1064,1172,1097,1391,857
1.762,902,268,1846,1101,1285,287,192,1183,1317,1233,1548,893
1.804,879,222,1822,927,1197,279,198,1241,1332,1063,1567,940
1.736,894,233,1797,957,1132,269,192,1148,1298,1053,1516,876
1.804,912,186,1824,786,1126,268,198,1139,1319,986,1538,933
1.72,859,202,1722,849,1135,265,183,1144,1272,1011,1494,905
1.779,862,229,1765,918,1178,273,190,1133,1301,1077,1536,949
1.795,906,201,1924,851,1180,272,196,1157,1319,1004,1557,915
1.703,816,251,1701,1011,1103,259,175,1097,1270,1033,1469,911
1.699,816,211,1734,905,1165,263,188,1099,1228,1027,1444,909
1.809,902,286,1774,1096,1164,271,187,1229,1377,1142,1578,919
1.666,822,213,1702,891,1159,255,182,1091,1244,1017,1432,859
1.777,877,199,1824,855,1186,282,193,1121,1293,1021,1535,921
1.634,801,241,1664,940,1138,250,184,1072,1220,1037,1420,868
1.822,899,214,1760,880,1104,255,174,1184,1357,994,1566,934
1.722,841,192,1865,832,1218,285,201,1074,1302,1095,1522,899
1.64,827,197,1746,817,1144,252,185,1049,1208,1012,1429,837
1.577,790,262,1664,929,1114,253,179,1022,1158,1029,1369,829
1.65,807,229,1669,905,1135,252,181,1049,1205,1014,1428,889
1.743,887,187,1768,794,1040,258,177,1143,1296,883,1503,884
1.764,844,243,1780,941,1164,252,191,1147,1305,1024,1517,957
1.945,990,263,1998,1022,1211,298,217,1201,1496,1098,1684,1004
1.765,887,246,1819,970,1155,269,199,1093,1279,1044,1515,938
1.725,864,220,1787,873,1160,278,187,1127,1273,1056,1495,892
1.827,874,292,1889,1127,1259,279,194,1153,1322,1252,1588,958
1.759,856,212,1812,918,1179,272,185,1116,1288,1083,1517,937
1.781,885,278,1826,1100,1246,287,194,1162,1316,1162,1538,940
1.673,814,253,1735,1015,1240,278,193,1089,1234,1162,1457,887
1.787,880,221,1852,910,1285,285,195,1197,1332,1104,1555,925
1.798,914,220,1906,856,1244,279,208,1149,1346,1084,1571,914
1.72,868,234,1772,945,1130,284,197,1146,1277,1002,1488,892
1.79,929,191,1864,783,1141,280,208,1175,1334,966,1548,917
1.678,850,262,1718,988,1096,247,185,1106,1242,1023,1453,850
1.757,852,231,1839,1014,1189,278,194,1153,1289,1131,1508,889
1.74,852,246,1868,967,1184,271,200,1142,1280,1042,1506,927
1.696,857,239,1719,961,1138,270,184,1083,1248,1138,1478,873
1.791,880,224,1809,942,1128,273,200,1173,1305,1052,1534,932
1.694,842,222,1713,911,1134,267,189,1094,1248,1004,1473,898
1.679,851,190,1724,811,1120,257,189,1067,1256,992,1459,856
1.733,895,224,1837,875,1153,286,210,1133,1294,1008,1503,878
1.814,917,193,1811,789,1056,272,191,1168,1369,933,1559,922
1.709,860,264,1813,1021,1206,261,187,1153,1274,1090,1487,870
1.746,848,240,1801,1033,1190,284,194,1132,1241,1183,1502,916
1.8,975,208,1867,775,1160,276,197,1212,1344,1024,1572,867
1.716,844,246,1742,991,1244,257,187,1143,1280,1133,1484,911
1.735,833,213,1726,834,1196,253,188,1135,1266,1025,1507,936
1.692,868,197,1762,790,1117,264,193,1125,1255,951,1469,874
1.697,835,238,1724,1005,1180,260,187,1074,1237,1023,1472,906
1.826,922,197,1885,739,1152,281,198,1190,1360,962,1568,944
1.74,882,257,1718,952,1145,255,185,1164,1332,1108,1502,896
1.752,894,188,1794,789,1049,267,195,1165,1298,955,1500,888
1.828,934,254,1793,989,1221,276,196,1187,1350,1099,1598,940
1.707,857,187,1712,820,1096,254,174,1064,1260,920,1471,888
1.721,863,227,1758,887,1194,272,186,1127,1259,1052,1494,885
1.852,944,192,1899,782,1142,287,200,1161,1377,982,1596,958
1.651,819,227,1712,943,1176,252,178,1046,1222,1054,1426,865
1.707,841,227,1793,942,1200,264,193,1091,1280,1102,1483,897
1.795,959,201,1902,814,1157,284,199,1151,1340,988,1570,894
1.707,838,202,1799,832,1105,274,192,1142,1265,963,1462,877
1.679,859,193,1830,796,1104,266,188,1167,1260,952,1459,840
1.735,918,247,1948,991,1249,278,197,1147,1298,1089,1525,845
1.731,852,261,1783,967,1165,248,176,1080,1307,1064,1510,925
1.709,804,253,1713,1022,1192,273,187,1103,1225,1105,1473,908
1.683,784,269,1687,1043,1180,264,187,1061,1224,1097,1451,916
1.802,927,170,1876,707,1108,293,200,1180,1354,973,1548,918
1.723,837,218,1786,879,1195,264,183,1126,1264,1035,1480,912
1.721,842,337,1730,1188,1230,288,201,1129,1255,1176,1496,926
1.783,848,219,1751,907,1181,257,179,1105,1299,1019,1537,974
1.618,789,199,1694,828,1112,252,174,1032,1182,977,1387,859
1.721,839,237,1739,960,1113,269,190,1111,1265,1014,1501,914
1.829,902,201,1878,871,1147,284,191,1134,1348,1032,1570,958
1.653,814,255,1754,1037,1211,269,193,1069,1220,1123,1442,868
1.804,955,212,1876,865,1155,266,187,1186,1340,996,1567,904
1.785,902,210,1877,758,1150,282,199,1150,1328,924,1535,903
1.771,867,223,1794,884,1195,278,195,1123,1301,1009,1526,917
1.676,809,204,1646,865,1098,253,184,1065,1231,934,1442,911
1.646,830,187,1684,791,1111,259,182,1033,1220,976,1400,874
1.859,914,195,1877,849,1143,279,208,1188,1380,964,1611,985
1.71,861,188,1794,776,1191,258,182,1076,1272,957,1474,911
1.789,919,184,1894,825,1083,274,200,1183,1351,938,1568,877
1.737,873,207,1791,877,1090,262,187,1135,1291,992,1504,890
1.624,834,174,1623,741,1050,244,172,1043,1198,890,1375,837
1.67,852,229,1711,918,1118,263,180,1091,1231,1011,1452,872
1.676,833,234,1692,950,1177,262,180,1049,1230,1084,1456,872
1.692,829,261,1678,1032,1191,265,181,1067,1258,1150,1454,897
1.622,776,236,1621,907,1164,252,173,1019,1170,986,1394,870
1.76,868,178,1732,795,1195,274,191,1140,1287,1082,1524,932
1.687,846,280,1830,1131,1306,271,189,1089,1249,1263,1468,876
1.705,833,194,1715,775,1114,265,182,1069,1247,923,1457,919
1.81,940,236,1923,916,1220,277,197,1211,1359,1058,1586,885
1.831,892,276,1842,1076,1200,288,204,1142,1347,1119,1569,974
1.663,808,253,1639,965,1078,253,178,1071,1244,993,1425,895
1.809,926,232,1926,891,1200,276,206,1211,1330,1038,1556,924
1.791,955,258,1823,913,1200,289,205,1167,1350,1035,1562,910
1.678,827,214,1686,891,1096,251,180,1095,1262,1019,1443,903
1.832,968,216,1877,903,1235,282,199,1220,1345,1135,1586,910
1.726,915,198,1856,794,1168,284,194,1130,1282,1001,1504,878
1.755,849,236,1800,935,1177,282,200,1131,1305,1078,1506,933
1.813,898,210,1815,898,1160,260,180,1155,1329,1018,1560,956
1.835,908,235,1861,966,1215,290,192,1179,1362,1092,1593,972
1.69,868,187,1704,831,1068,254,179,1096,1280,948,1463,857
1.749,888,181,1762,804,1123,268,188,1080,1301,956,1519,921
1.871,938,223,1908,924,1161,288,202,1222,1384,1076,1608,966
1.875,953,206,1929,904,1104,282,199,1231,1392,1020,1630,956
1.73,864,219,1675,928,1189,267,176,1129,1269,1064,1499,905
1.85,931,237,1931,1005,1244,293,210,1235,1387,1121,1592,952
1.663,802,205,1700,852,1150,255,175,1078,1216,1005,1451,888
1.854,989,196,1882,785,1118,279,205,1178,1399,993,1611,938
1.688,855,184,1732,728,1062,257,173,1082,1244,870,1448,902
1.799,889,273,1816,1093,1190,277,189,1177,1342,1161,1553,921
1.772,896,241,1844,977,1221,287,192,1145,1296,1119,1550,912
1.826,882,251,1798,1014,1143,276,193,1156,1349,1110,1584,958
1.733,878,210,1801,833,1104,284,202,1111,1287,991,1483,882
1.673,850,211,1679,878,1167,255,173,1089,1213,1031,1448,860
1.713,855,213,1777,862,1149,261,188,1087,1267,1004,1490,925
1.7,900,196,1828,846,1124,281,192,1150,1268,1012,1497,825
1.775,903,204,1808,796,1102,265,190,1164,1288,979,1527,908
1.704,827,248,1734,956,1169,253,188,1073,1236,1043,1477,925
1.838,948,182,1809,810,1110,282,185,1186,1359,989,1583,958
1.752,887,202,1815,828,1161,267,202,1133,1290,977,1515,899
1.79,935,224,1763,949,1146,273,182,1181,1337,1027,1539,932
1.688,850,196,1696,831,1111,256,181,1056,1234,986,1443,899
1.684,839,252,1701,1017,1227,257,182,1058,1239,1141,1439,897
1.759,886,287,1852,1101,1360,285,203,1136,1300,1195,1527,942
1.684,837,211,1719,835,1198,258,177,1088,1235,1053,1454,905
1.755,882,195,1811,824,1109,269,183,1100,1305,968,1525,922
1.718,842,231,1725,1002,1199,265,179,1076,1264,1134,1499,919
1.745,882,264,1816,1001,1184,264,193,1139,1311,1194,1505,911
1.953,1074,247,1971,1007,1255,309,217,1299,1473,1123,1711,946
1.808,921,217,1813,905,1160,274,193,1162,1347,1039,1559,934
1.779,908,198,1822,786,1144,276,195,1097,1307,982,1534,920
1.779,937,174,1889,744,1120,267,199,1135,1336,929,1534,904
1.767,853,221,1772,855,1158,269,186,1122,1288,997,1521,959
1.657,820,240,1724,884,1122,264,188,1071,1245,1035,1435,861
1.583,767,254,1588,928,1189,242,165,977,1160,1025,1365,865
1.681,823,191,1712,835,1068,243,177,1061,1236,928,1434,887
1.812,908,244,1812,972,1148,269,195,1123,1319,1065,1563,968
1.838,962,242,1951,900,1284,282,207,1203,1382,1105,1599,939
1.727,854,234,1725,934,1193,264,176,1116,1253,1084,1489,909
1.673,830,217,1681,940,1098,260,180,1078,1230,1064,1437,867
1.737,877,220,1754,907,1172,258,182,1116,1307,1113,1494,910
1.811,893,175,1785,730,1072,263,187,1165,1346,937,1555,941
1.835,936,244,1887,961,1165,291,204,1198,1366,1029,1596,949
1.76,875,203,1777,830,1104,283,200,1108,1282,948,1519,938
1.793,939,219,1878,932,1148,273,199,1170,1313,1012,1561,911
1.824,950,211,1886,847,1204,272,195,1204,1347,1045,1593,938
1.716,862,201,1708,807,1100,252,187,1123,1301,963,1475,899
1.745,872,208,1767,858,1085,274,181,1096,1298,982,1494,900
1.765,877,216,1783,837,1161,256,188,1140,1316,1030,1531,944
1.761,907,211,1846,849,1167,278,201,1185,1280,1057,1531,910
1.647,807,179,1630,755,1009,256,174,1066,1221,952,1403,867
1.715,837,229,1702,934,1170,257,177,1069,1254,1079,1471,927
1.756,875,204,1817,830,1074,287,206,1113,1297,955,1512,893
1.637,826,206,1709,786,1114,253,183,1020,1197,953,1396,885
1.704,832,208,1724,850,1159,265,183,1084,1241,1002,1459,887
1.822,912,248,1902,1031,1264,289,213,1158,1331,1139,1569,973
1.767,891,218,1795,870,1141,277,202,1137,1296,1018,1520,903
1.809,954,199,1857,818,1130,269,194,1190,1352,986,1569,930
1.776,918,220,1839,928,1209,281,196,1141,1310,1065,1527,929
1.798,950,248,1896,985,1133,286,187,1167,1340,1028,1560,919
1.758,952,200,1887,862,1171,272,192,1142,1305,1044,1523,902
1.673,801,203,1703,875,1162,249,172,1050,1216,1053,1434,911
1.817,940,208,1788,836,1150,279,192,1172,1349,1022,1574,943
1.745,881,231,1769,958,1226,264,181,1126,1288,1121,1496,915
1.736,861,202,1802,870,1153,272,182,1115,1286,1005,1500,904
1.748,877,196,1723,850,1113,267,182,1098,1315,1047,1504,910
1.774,904,209,1812,833,1230,280,196,1140,1299,1031,1523,935
1.736,891,206,1791,895,1135,270,186,1116,1331,1023,1498,888
1.745,889,201,1775,873,1161,263,190,1108,1290,1027,1505,932
1.672,828,230,1748,919,1111,249,177,1043,1225,1042,1438,891
1.612,786,250,1609,958,1105,236,170,1005,1175,1037,1385,879
1.727,901,228,1853,942,1166,265,192,1113,1284,1077,1512,888
1.706,839,213,1713,915,1199,251,175,1075,1237,1034,1464,907
1.639,798,242,1684,968,1180,249,175,1052,1202,1075,1405,886
1.711,877,246,1796,985,1210,269,195,1099,1256,1088,1471,892
1.821,953,170,1957,740,1137,285,215,1158,1338,920,1565,932
1.737,836,227,1731,862,1167,270,186,1061,1268,1060,1507,930
1.83,997,212,1951,907,1253,281,209,1188,1370,1047,1603,909
1.639,806,203,1745,849,1135,237,167,1038,1211,1026,1404,891
1.854,991,257,1905,989,1214,269,202,1188,1365,1092,1608,952
1.846,962,273,2023,1072,1320,277,213,1259,1377,1151,1602,956
1.725,868,239,1759,936,1120,262,186,1112,1281,1033,1496,900
1.717,829,204,1653,861,1064,243,176,1079,1247,976,1479,941
1.751,891,182,1767,751,1136,266,190,1123,1310,960,1503,916
1.719,856,265,1692,1032,1121,254,178,1111,1260,1053,1492,874
1.717,836,185,1764,780,1090,263,187,1075,1263,918,1475,903
1.718,869,161,1790,705,1088,273,209,1072,1268,895,1477,905
1.716,857,213,1780,921,1172,288,189,1087,1240,1085,1478,894
1.69,911,174,1814,698,1086,263,194,1092,1258,866,1450,836
1.769,942,211,1788,922,1170,268,195,1195,1331,1075,1544,883
1.905,1009,217,2024,885,1203,309,224,1197,1424,1098,1648,982
1.716,876,192,1759,803,1191,256,180,1096,1253,1020,1473,890
1.8,919,213,1945,902,1213,279,199,1184,1326,1064,1567,915
1.836,942,229,1872,925,1218,278,196,1204,1367,1081,1606,938
1.804,866,264,1852,1041,1218,270,193,1158,1328,1142,1540,957
1.68,842,226,1676,912,1140,257,184,1101,1257,1014,1444,871
1.794,885,209,1835,893,1199,264,186,1133,1346,1057,1563,960
1.801,858,217,1817,922,1218,267,185,1166,1334,1086,1552,950
1.787,891,173,1809,800,1054,275,192,1120,1302,898,1524,938
1.836,926,244,1880,999,1202,280,196,1181,1370,1137,1594,963
1.743,878,319,1780,1158,1327,274,187,1143,1306,1258,1525,885
1.746,868,246,1786,975,1155,277,195,1117,1279,1087,1512,929
1.785,976,207,1855,788,1133,278,201,1133,1333,950,1535,888
1.726,876,267,1791,1036,1236,288,200,1136,1266,1168,1506,905
1.741,896,192,1710,762,1072,264,192,1098,1303,914,1498,938
1.804,890,197,1812,838,1090,281,197,1142,1342,947,1572,964
1.788,919,238,1793,913,1139,274,192,1132,1334,998,1558,947
1.829,940,237,1957,988,1250,292,200,1207,1350,1133,1581,944
1.836,978,332,1908,1182,1287,278,197,1196,1361,1251,1608,954
1.801,918,251,1853,984,1215,265,205,1111,1344,1081,1552,963
1.818,972,288,1894,1060,1246,292,204,1204,1347,1111,1584,924
1.612,801,192,1605,770,1026,250,177,1047,1192,905,1365,849
1.659,798,198,1674,819,1098,252,171,1028,1213,942,1420,897
1.776,876,220,1753,917,1125,259,191,1116,1320,1029,1538,929
1.739,842,230,1785,940,1181,276,196,1099,1266,1068,1500,905
1.836,909,320,1872,1186,1345,289,208,1166,1349,1278,1598,974
1.702,882,257,1792,1019,1162,262,196,1128,1281,1092,1471,872
1.67,835,233,1658,957,1150,246,178,1035,1241,1085,1445,899
1.742,886,223,1777,931,1144,272,197,1121,1293,1000,1516,889
1.8,871,242,1859,926,1249,268,196,1130,1342,1082,1543,973
1.831,952,217,1881,935,1196,285,201,1217,1357,1088,1588,906
1.77,851,202,1787,796,1145,269,188,1123,1275,949,1514,965
1.697,817,257,1774,1034,1200,269,186,1085,1252,1117,1456,904
1.778,924,264,1860,980,1262,299,201,1139,1339,1100,1546,918
1.707,841,262,1768,1011,1121,282,193,1088,1282,1124,1490,877
1.735,899,229,1776,880,1155,269,194,1112,1284,1005,1509,864
1.654,825,259,1648,1013,1111,260,188,1036,1208,1079,1422,883
1.794,915,242,1837,953,1175,281,201,1147,1339,1026,1554,915
1.799,899,283,1830,1105,1180,284,194,1154,1342,1113,1553,914
1.872,975,193,1976,791,1092,294,222,1215,1385,951,1635,969
1.589,752,196,1548,757,1060,243,171,976,1141,895,1348,887
1.755,888,204,1809,812,1113,280,195,1127,1297,910,1518,913
1.795,906,216,1881,869,1085,268,195,1186,1330,971,1570,932
1.722,867,218,1720,847,1135,259,185,1088,1263,989,1487,903
1.864,939,197,1813,768,1039,258,184,1184,1369,925,1593,976
1.66,822,212,1690,856,1127,264,177,1027,1225,983,1425,893
1.802,917,219,1800,880,1114,278,200,1178,1347,1003,1558,954
1.831,915,210,1796,858,1035,288,198,1153,1353,963,1560,969
1.696,851,211,1763,800,1124,263,190,1093,1256,929,1466,870
